Order,Lot Area,Overall Qual,Overall Cond,Central Air,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Paved Drive,Wood Deck SF,SalePrice,TotalSF,TotalFloorSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE
1511,16466,5,7,1,3,1,8,0,2,121,135500,2209.0,1393,1.5,1,1,1,0,0,0,1,0,0,0,0
1512,7692,4,6,1,3,1,6,0,2,0,100000,1620.0,1204,1.0,1,1,0,0,0,0,1,0,0,0,0
1513,5142,4,7,1,3,1,6,0,0,0,108000,2241.0,1292,1.5,1,1,1,0,1,0,1,0,0,0,0
1514,5604,5,6,0,2,1,5,0,2,0,98000,1728.0,864,2.0,1,0,1,0,1,0,1,0,0,0,0
1515,8248,3,3,0,2,1,5,0,0,0,67000,1728.0,864,2.0,1,0,1,0,1,0,1,0,0,0,0
1516,5687,5,6,0,6,1,9,0,0,0,135900,2496.0,1716,3.0,1,0,1,0,1,0,1,1,0,0,0
1517,12155,6,8,0,4,1,7,0,1,0,140000,2154.0,1482,2.0,1,1,1,0,1,0,1,0,0,0,0
1518,8400,5,8,1,4,1,8,1,2,262,179500,2912.0,1772,2.5,1,1,1,0,1,0,1,0,0,0,0
1519,8400,6,5,1,4,1,7,1,2,342,136500,2875.0,1694,2.0,1,1,1,0,1,0,1,0,0,0,0
1520,7290,7,8,1,2,1,7,1,2,0,168000,2652.0,1424,2.0,1,1,1,0,1,0,1,0,0,0,0
1521,8525,5,6,0,4,1,7,0,0,0,130000,2904.0,1964,1.5,1,0,1,0,1,0,1,0,0,0,0
1522,9842,5,6,1,4,1,8,0,2,183,189000,3213.0,2601,3.5,1,1,1,0,1,0,1,0,0,0,0
1523,7804,6,7,1,4,2,10,2,2,248,161900,2880.0,1920,5.0,1,1,1,0,1,0,1,0,1,0,0
1524,8969,6,6,1,2,1,6,1,1,0,145000,1960.0,1316,2.0,1,1,1,0,1,0,1,0,0,0,0
1525,11526,6,7,1,3,1,11,1,2,431,191000,3143.0,2171,2.0,1,1,0,0,1,0,1,0,0,0,0
1526,15576,6,7,1,4,1,8,0,2,0,177000,2520.0,1680,2.0,1,1,1,0,1,0,1,0,0,0,0
1527,15564,6,6,1,3,1,6,0,2,424,147500,1940.0,1264,1.0,1,1,0,0,1,0,1,0,0,0,0
1528,6292,6,5,0,2,1,4,0,2,0,91000,1558.0,790,1.0,1,1,1,0,1,0,1,0,0,0,0
1529,7609,8,9,1,3,1,7,1,1,85,231000,2310.0,1512,3.0,1,1,1,0,1,0,1,0,0,0,0
1530,10480,6,5,1,3,1,6,0,2,0,115000,2703.0,1166,1.0,1,1,0,0,1,0,1,0,0,0,0
1531,9650,6,3,1,4,1,7,1,2,0,138000,2387.0,1603,1.0,1,1,1,0,1,0,1,0,0,0,0
1532,7200,7,6,1,3,1,6,1,1,0,149000,2278.0,1502,1.5,1,1,1,0,1,0,1,0,0,0,0
1533,11988,6,7,1,3,1,6,1,2,0,188700,2375.0,1660,1.5,1,1,0,0,1,0,1,0,0,0,0
1534,11700,5,6,1,4,1,7,1,2,0,198000,2880.0,1938,2.0,1,1,1,0,1,0,1,0,0,0,0
1535,9260,5,4,1,3,1,6,0,2,64,110000,2258.0,1374,1.0,1,1,1,0,1,0,1,0,0,0,0
1536,7801,6,5,0,2,1,5,1,2,66,104000,2182.0,1091,1.5,1,1,1,0,0,0,1,0,0,0,0
1537,9670,8,6,1,4,1,9,2,2,0,257076,2481.0,1873,1.5,1,1,1,0,1,0,1,0,0,0,0
1538,14100,8,9,1,4,1,11,2,2,314,381000,4175.0,3447,3.5,1,1,1,0,1,0,1,0,0,0,0
1539,15660,7,9,1,3,1,8,2,2,0,311500,2752.0,1954,2.0,1,1,1,0,1,0,1,0,0,0,0
1540,12392,7,9,1,3,1,8,2,2,0,263400,2993.0,2161,3.5,1,1,1,0,1,0,1,0,0,0,0
1541,26073,5,5,1,3,1,7,2,2,0,236500,3796.0,1898,2.5,1,1,1,0,0,0,1,0,0,0,0
1542,14778,6,7,1,3,1,7,1,2,108,224000,2936.0,1640,2.0,1,1,1,0,1,0,1,0,0,0,0
1543,1879,6,6,1,2,1,5,1,2,213,116500,1548.0,1032,1.0,1,1,0,0,0,0,1,0,0,1,0
1544,1950,6,6,1,3,1,6,1,2,161,151000,2272.0,1556,3.5,1,1,0,0,0,0,1,0,0,1,0
1545,7000,6,8,1,2,1,5,0,1,0,126000,1813.0,919,2.0,1,1,1,0,1,0,1,0,0,0,0
1546,6000,6,8,1,3,1,5,0,2,0,120000,1810.0,1090,1.0,1,1,0,0,1,0,1,0,0,0,0
1547,3636,4,4,0,2,1,5,0,0,0,55000,1592.0,796,1.0,1,0,1,0,1,0,1,0,0,0,0
1548,5890,6,8,1,2,1,5,0,2,0,120500,1632.0,816,1.0,1,1,1,0,1,0,1,0,0,0,0
1549,6900,5,6,1,2,1,4,1,2,0,120500,1518.0,778,1.0,1,1,1,0,1,0,1,0,0,0,0
1550,8155,5,7,1,4,1,7,0,2,0,119000,1980.0,1200,1.0,1,0,1,0,1,0,1,0,0,0,0
1551,6000,5,5,1,3,1,7,1,2,0,126000,2280.0,1656,1.5,1,1,1,0,0,0,1,0,0,0,0
1552,7392,5,7,1,2,1,5,0,2,0,99500,1432.0,912,1.0,1,1,1,0,1,0,1,0,0,0,0
1553,9000,5,5,1,4,1,7,0,2,0,165500,3106.0,1955,2.0,1,1,0,0,0,0,1,0,0,0,0
1554,14584,1,5,0,2,1,4,0,0,0,13100,733.0,733,1.0,0,1,0,0,0,0,1,0,0,0,0
1555,5280,4,7,0,2,1,6,0,2,0,89000,1534.0,1361,1.0,1,1,1,0,1,0,1,0,0,0,0
1556,8500,4,4,0,3,1,6,0,0,0,40000,1966.0,1317,1.0,1,1,1,0,1,0,1,0,0,0,0
1557,5150,4,7,0,2,1,5,0,0,0,80900,1405.0,1049,1.0,1,1,0,0,1,0,1,0,0,0,0
1558,18000,3,4,1,2,1,6,0,2,0,81000,1788.0,894,1.0,1,1,1,0,1,0,1,0,0,0,0
1559,9000,4,6,1,3,1,5,0,0,0,65000,1456.0,864,1.5,1,1,1,0,1,0,1,0,0,0,0
1560,5587,8,5,1,2,1,5,1,2,162,392500,3252.0,1652,3.5,1,1,1,0,0,1,0,0,0,0,1
1561,3843,8,5,1,2,1,5,1,2,162,294464,3244.0,1648,3.5,1,1,1,0,1,1,0,0,0,0,1
1562,3811,7,5,1,2,1,5,1,2,128,250000,3240.0,1646,3.5,1,1,1,0,1,1,1,0,0,0,1
1563,3842,8,5,1,2,1,5,1,2,128,275000,3240.0,1646,3.5,1,1,1,0,1,1,1,0,0,0,1
1564,23730,7,5,1,3,1,7,0,2,0,300000,3872.0,2032,4.0,1,1,1,0,1,0,1,0,0,0,0
1565,13265,8,5,1,3,1,7,2,2,150,271000,3257.0,1689,3.0,1,1,1,0,0,1,1,0,0,0,0
1566,11050,7,5,1,3,1,8,1,2,318,213000,2730.0,1820,2.5,1,1,1,0,1,0,1,0,0,0,0
1567,9880,6,6,1,3,1,6,1,2,203,171000,2214.0,1118,2.0,1,1,0,1,0,0,1,0,0,0,0
1568,10125,6,6,1,3,1,6,2,2,238,171500,2475.0,1279,2.5,1,1,1,0,0,0,1,0,0,0,0
1569,10260,5,4,1,4,2,8,0,2,0,100000,1872.0,1872,3.0,0,1,0,0,0,0,1,0,1,0,0
1570,9990,4,5,1,3,1,6,1,2,428,228500,3369.0,1689,3.0,1,1,1,0,0,0,1,0,0,0,0
1571,164660,5,6,1,3,1,7,2,2,670,228950,3285.0,1786,4.0,1,1,0,0,0,0,1,1,0,0,0
1572,4084,7,6,1,2,1,6,1,2,240,241500,2778.0,1501,3.0,1,1,0,0,0,0,1,0,0,0,1
1573,15498,8,6,1,2,1,10,1,2,0,287000,4463.0,2898,3.0,1,1,1,0,0,0,1,0,0,0,0
1574,11563,8,5,1,3,1,8,0,2,0,294000,3055.0,1537,3.0,1,1,1,0,1,1,1,0,0,0,0
1575,9520,8,5,1,3,1,7,1,2,192,293077,3284.0,1646,3.0,1,1,1,0,1,1,0,0,0,0,0
1576,12852,8,5,1,3,1,6,1,2,0,264966,2700.0,1780,3.5,1,1,1,0,0,1,0,0,0,0,0
1577,9802,5,5,1,3,1,6,0,2,100,172500,1794.0,1442,2.5,1,1,0,0,1,1,1,0,0,0,0
1578,9735,5,5,1,3,1,7,0,2,100,167500,1778.0,1394,2.5,1,1,0,0,1,1,1,0,0,0,0
1579,12018,7,5,1,3,1,6,0,2,0,218689,2408.0,1612,2.5,1,1,1,0,0,1,0,0,0,0,0
1580,12890,6,5,1,3,1,8,1,2,252,150000,2990.0,1495,2.0,1,1,1,0,0,0,1,0,0,0,0
1581,12416,6,5,1,3,1,7,1,2,192,184000,3257.0,1651,3.0,1,1,0,0,0,0,1,0,0,0,0
1582,18265,6,5,1,3,1,6,1,2,282,180000,2512.0,1256,2.0,1,1,0,0,0,0,1,0,0,0,0
1583,10200,6,5,1,3,1,5,1,2,224,175000,2970.0,1509,3.0,1,1,0,0,1,0,1,0,0,0,0
1584,11202,8,5,1,3,1,7,1,2,185,232500,2872.0,1440,3.0,1,1,1,0,0,1,1,0,0,0,0
1585,7915,6,5,1,3,1,6,0,2,165,195000,3341.0,1675,3.0,1,1,1,0,1,0,1,0,0,0,0
1586,12244,8,5,1,4,1,10,2,2,168,305000,3744.0,2262,3.5,1,1,0,0,0,1,1,0,0,0,0
1587,11449,8,5,1,3,1,7,1,2,0,298751,3612.0,1728,3.0,1,1,1,0,0,1,1,0,0,0,0
1588,11447,8,5,1,3,1,7,1,2,0,370000,3928.0,1964,3.5,1,1,1,0,1,1,1,0,0,0,0
1589,8940,7,5,1,2,2,8,0,2,0,209200,2688.0,1344,4.0,1,1,0,0,1,0,1,0,1,0,0
1590,7060,7,5,1,2,2,8,0,2,0,206300,2688.0,1344,4.0,1,1,0,0,1,0,1,0,1,0,0
1591,9278,5,5,1,2,1,5,0,2,0,146000,2184.0,1092,1.0,1,0,1,0,1,1,1,0,0,0,0
1592,4500,6,5,1,2,1,4,0,2,0,160500,2378.0,1189,3.0,1,1,1,0,0,0,1,0,0,0,1
1593,14137,4,5,1,3,1,6,0,2,0,173000,2400.0,1200,2.0,1,1,1,0,0,0,1,0,0,0,0
1594,4224,5,6,1,3,1,6,0,2,0,124000,2080.0,1040,1.0,1,1,1,0,0,0,1,0,0,0,1
1595,2665,5,6,1,3,1,4,1,2,141,115000,1568.0,1304,1.5,1,1,1,0,0,0,1,0,0,0,1
1596,2665,5,7,1,4,1,6,1,2,92,129500,2025.0,1475,2.0,1,1,1,0,0,0,1,0,0,0,1
1597,1974,4,7,1,2,1,5,0,2,120,105000,1514.0,988,2.0,1,1,1,0,1,0,1,0,0,1,0
1598,1596,4,6,1,1,1,4,1,2,0,94900,1450.0,988,2.0,1,1,1,0,0,0,1,0,0,1,0
1599,17979,5,6,1,3,1,6,0,2,81,152500,2273.0,1160,2.0,1,1,0,0,0,0,1,0,0,0,0
1600,1477,6,9,1,3,1,6,0,2,187,98000,1638.0,1092,2.5,1,0,0,0,1,0,1,0,0,1,0
1601,1890,4,7,1,1,1,3,0,2,88,81000,1260.0,630,2.0,1,0,0,0,0,0,1,0,0,1,0
1602,21750,5,5,1,2,1,4,0,0,0,113000,1976.0,988,1.0,1,1,0,0,0,0,1,0,0,0,0
1603,6490,5,7,1,2,1,4,0,2,315,128500,1632.0,816,1.5,1,1,0,0,0,0,1,0,0,0,0
1604,6951,5,5,1,3,1,5,0,2,362,119500,1799.0,923,2.0,1,1,0,0,1,0,1,0,0,0,0
1605,6600,5,9,1,3,1,5,1,2,0,130500,1632.0,816,1.5,1,1,0,0,1,0,1,0,0,0,0
1606,6600,5,8,1,2,1,4,0,2,0,138000,1632.0,816,2.0,1,1,0,0,1,0,1,0,0,0,0
1607,6600,5,6,1,3,1,6,0,2,0,134500,1690.0,845,1.0,1,1,0,0,1,0,1,0,0,0,0
1608,12508,6,7,1,4,1,7,0,2,245,160000,2733.0,1750,3.0,1,1,1,0,1,0,1,0,0,0,0
1609,12395,5,6,1,3,1,6,0,2,0,137500,1753.0,889,1.0,1,1,0,0,0,0,1,0,0,0,0
1610,11075,5,4,1,4,1,7,1,2,305,172000,2752.0,1968,3.0,1,1,1,0,0,0,1,0,0,0,0
1611,56600,5,1,1,4,1,7,0,0,0,103000,2522.0,1836,2.0,1,1,0,0,1,0,1,0,0,0,0
1612,10667,6,6,1,3,1,7,1,2,0,167300,3174.0,1587,2.0,1,1,1,0,0,0,1,0,0,0,0
1613,10628,7,5,1,2,1,5,1,2,0,167000,2554.0,1277,2.0,1,1,1,0,0,0,1,0,0,0,0
1614,13651,7,6,1,3,1,8,2,2,300,244000,4446.0,2223,3.0,1,1,0,0,0,0,1,0,0,0,0
1615,15865,8,6,1,4,1,8,1,2,81,268000,4434.0,2217,3.0,1,1,1,0,0,0,1,0,0,0,0
1616,12394,7,5,1,3,1,7,1,2,100,225000,2580.0,1733,2.5,1,1,1,0,0,1,1,0,0,0,0
1617,10364,6,5,1,3,1,7,1,2,0,168000,2378.0,1572,2.5,1,1,1,0,1,0,1,0,0,0,0
1618,13869,6,6,1,3,1,6,0,2,0,177000,2264.0,1470,2.5,1,1,1,0,0,0,1,0,0,0,0
1619,8773,6,5,1,3,1,7,1,2,100,169000,2516.0,1600,2.5,1,1,1,0,0,0,1,0,0,0,0
1620,8872,6,5,1,3,1,7,1,2,0,161500,1768.0,1384,2.5,1,1,0,0,0,0,1,0,0,0,0
1621,5330,8,5,1,2,1,6,0,2,96,251000,3146.0,1652,3.0,1,1,1,0,0,0,1,0,0,0,1
1622,10147,6,5,1,3,1,7,1,2,256,160000,2086.0,1694,2.5,1,1,1,0,0,0,1,0,0,0,0
1623,8637,6,5,1,3,1,7,1,2,256,180000,2637.0,1714,3.5,1,1,1,0,1,0,1,0,0,0,0
1624,7875,7,5,1,3,1,6,0,2,0,178750,2244.0,1553,2.5,1,1,1,0,0,0,1,0,0,0,0
1625,7875,7,5,1,3,1,6,1,2,220,176000,2490.0,1253,2.0,1,1,1,0,1,0,1,0,0,0,0
1626,7500,6,5,1,5,1,7,1,2,188,204000,3237.0,2299,3.5,1,1,1,0,1,0,1,0,0,0,0
1627,9556,7,5,1,3,1,6,0,2,0,160000,2355.0,1187,2.0,1,1,1,0,1,0,1,0,0,0,0
1628,10784,7,5,1,3,1,7,1,2,164,160000,1856.0,1472,2.5,1,1,0,0,1,0,1,0,0,0,0
1629,9125,7,5,1,3,1,7,1,2,100,163900,1866.0,1482,2.5,1,1,1,0,0,0,1,0,0,0,0
1630,7655,6,5,1,3,1,7,1,2,290,168000,2545.0,1642,2.5,1,1,1,0,1,0,1,0,0,0,0
1631,18160,6,6,1,3,1,6,1,1,0,154204,2430.0,1128,2.0,1,1,1,0,0,0,1,0,0,0,0
1632,3696,8,5,1,2,1,5,0,2,0,170000,2162.0,1088,1.5,1,1,1,0,0,0,1,0,0,0,1
1633,5062,7,5,1,3,1,6,1,2,219,207500,3280.0,2090,3.0,1,1,0,0,0,0,1,0,0,0,1
1634,4740,8,5,1,2,1,5,0,2,0,182000,2345.0,1179,3.0,1,1,1,0,0,0,1,0,0,0,1
1635,5118,8,5,1,1,1,4,1,2,0,212000,2633.0,1321,2.0,1,1,1,0,0,0,1,0,0,0,1
1636,14157,9,5,1,3,1,8,1,2,178,377426,3844.0,1922,3.0,1,1,1,0,1,1,1,0,0,0,0
1637,12328,8,5,1,4,1,10,1,2,120,349265,3690.0,2541,4.5,1,1,1,0,0,1,1,0,0,0,0
1638,51974,9,5,1,4,1,8,2,2,0,591587,4998.0,2338,3.5,1,1,1,0,1,1,0,0,0,0,0
1639,41600,5,5,1,3,1,7,0,0,144,155000,2524.0,1424,2.5,1,1,0,0,1,0,1,1,0,0,0
1640,8035,9,5,1,2,1,6,1,2,0,319900,3224.0,1612,3.0,1,1,1,0,0,1,1,0,0,0,1
1641,8089,8,6,1,2,1,7,1,2,140,392000,2838.0,1419,3.0,1,1,0,0,0,1,0,0,0,0,0
1642,14082,8,5,1,1,1,7,1,2,390,441929,4454.0,2234,2.5,1,1,1,0,0,1,1,0,0,0,0
1643,13870,10,5,1,3,1,8,1,2,240,455000,3784.0,2042,3.0,1,1,1,0,1,1,0,0,0,0,0
1644,12546,6,7,1,3,1,7,1,2,0,182900,2880.0,1440,2.0,1,1,1,0,0,0,1,0,0,0,0
1645,10960,6,5,1,3,1,5,0,2,0,174000,2568.0,1284,3.0,1,1,1,0,0,0,1,0,0,0,0
1646,12090,6,7,1,3,1,7,1,2,268,178000,2453.0,1868,3.5,1,1,1,0,1,0,1,0,0,0,0
1647,12090,7,7,1,3,1,6,1,2,167,176000,2204.0,1479,2.5,1,1,1,0,1,0,1,0,0,0,0
1648,12299,7,6,1,3,1,7,1,2,0,213000,3193.0,1664,3.0,1,1,0,0,1,0,1,0,0,0,0
1649,11339,7,5,1,4,1,9,1,2,192,192000,2710.0,1930,3.5,1,1,1,0,0,0,1,0,0,0,0
1650,11952,7,6,1,3,1,8,1,2,0,190000,2777.0,1969,2.5,1,1,1,0,0,0,1,0,0,0,0
1651,12046,6,6,1,4,1,8,1,2,0,195000,2878.0,2030,2.5,1,1,1,0,0,0,1,0,0,0,0
1652,10395,6,6,1,3,1,6,1,2,0,148000,2064.0,1032,2.5,1,1,0,0,0,0,1,0,0,0,0
1653,11850,6,6,1,3,1,6,0,2,204,151500,2330.0,1177,2.0,1,1,1,0,0,0,1,0,0,0,0
1654,11584,7,6,1,3,1,6,1,2,0,197000,2264.0,1725,2.5,1,1,1,0,0,0,1,0,0,0,0
1655,10400,6,5,1,2,1,5,1,2,240,192350,2612.0,1353,3.0,1,1,1,0,1,0,1,0,0,0,0
1656,10793,5,5,1,4,1,7,0,2,208,152000,2400.0,1620,2.5,1,1,0,0,0,0,1,0,0,0,0
1657,13001,6,5,1,2,1,6,1,2,0,170000,2845.0,1220,2.5,1,1,1,0,0,0,1,0,0,0,0
1658,12243,5,6,1,3,1,7,1,2,224,175000,2968.0,1484,2.0,1,1,1,0,0,0,1,0,0,0,0
1659,11700,6,6,1,3,1,7,1,2,224,175000,2445.0,1743,2.5,1,1,0,0,0,0,1,0,0,0,0
1660,12384,7,7,1,3,1,7,1,2,0,197900,2728.0,1935,2.5,1,1,1,0,0,0,1,0,0,0,0
1661,8991,7,6,1,3,1,5,1,2,407,174000,2552.0,1324,2.5,1,1,1,0,0,0,1,0,0,0,0
1662,8000,6,6,1,4,1,8,1,2,0,178900,2961.0,1877,3.5,1,1,1,0,0,0,1,0,0,0,0
1663,10500,5,7,1,3,1,5,0,2,35,139000,1481.0,1109,1.5,1,1,0,0,1,0,1,0,0,0,0
1664,10530,6,5,1,3,1,5,0,2,0,143250,1962.0,981,2.5,1,1,1,0,0,0,1,0,0,0,0
1665,7472,7,9,1,4,1,7,0,2,0,184000,2204.0,1479,2.5,1,1,1,0,1,0,1,0,0,0,0
1666,9457,5,6,1,3,1,7,0,2,252,155000,2347.0,1422,2.0,1,1,0,0,1,0,1,0,0,0,0
1667,7920,5,5,1,3,1,5,0,2,120,133000,1828.0,914,1.0,1,1,0,0,1,0,1,0,0,0,0
1668,9758,5,5,1,3,1,5,0,2,0,119500,1900.0,950,1.0,1,1,0,0,0,0,1,0,0,0,0
1669,8294,4,5,1,3,1,5,0,2,0,123000,1730.0,872,1.0,1,1,0,0,0,0,1,0,0,0,0
1670,7340,4,6,1,2,1,4,0,2,0,110000,1716.0,858,1.0,1,1,0,0,0,0,1,0,0,0,0
1671,17199,4,7,1,2,1,4,0,2,140,128000,1828.0,914,1.0,1,1,0,0,0,0,1,0,0,0,0
1672,9000,4,6,1,3,1,5,0,2,0,120500,1728.0,864,1.0,1,1,0,0,0,0,1,0,0,0,0
1673,4058,7,5,1,1,1,4,0,2,120,133000,1490.0,767,2.0,1,1,1,0,0,0,1,0,0,0,1
1674,4113,6,5,1,2,1,5,1,2,136,155000,2674.0,1337,2.0,1,1,1,0,0,1,1,0,0,0,1
1675,10943,6,5,1,2,1,5,1,2,0,177000,2742.0,1337,3.0,1,1,1,0,1,0,1,0,0,0,1
1676,2205,6,6,1,3,1,6,0,2,144,113500,1617.0,1092,1.5,1,1,0,0,0,0,1,0,0,1,0
1677,1890,6,5,1,3,1,7,0,2,144,113000,1890.0,1218,1.5,1,1,1,0,0,0,1,0,0,1,0
1678,2058,6,5,1,4,1,7,0,2,0,113700,1890.0,1218,1.5,1,1,1,0,0,0,1,0,0,1,0
1679,2016,5,5,1,3,1,6,0,2,0,106000,1932.0,1302,2.5,1,1,0,0,0,0,1,0,0,0,1
1680,1920,5,5,1,2,1,6,0,2,240,122500,2130.0,1365,2.5,1,1,1,0,0,0,1,0,0,0,1
1681,4928,6,5,1,2,1,5,1,2,0,128000,2036.0,958,2.0,1,1,1,0,0,0,1,0,0,0,1
1682,2308,6,6,1,3,1,7,1,2,48,155000,2352.0,1548,3.5,1,1,0,0,0,0,1,0,0,0,1
1683,2304,7,7,1,2,1,4,0,2,108,142500,2116.0,1055,2.0,1,1,1,0,0,0,1,0,0,1,0
1684,7150,5,6,1,3,1,5,0,2,0,129250,1976.0,988,2.0,1,1,0,0,0,0,1,0,0,0,0
1685,12469,9,5,1,3,1,7,1,2,186,356000,3606.0,1816,3.0,1,1,1,0,1,1,0,0,0,0,0
1686,11694,9,5,1,3,1,9,1,2,0,314813,3650.0,1828,2.0,1,1,1,0,0,1,0,0,0,0,0
1687,12030,8,5,1,3,1,7,0,2,168,318000,3388.0,1694,2.0,1,1,1,0,0,1,0,0,0,0,0
1688,11825,8,5,1,3,1,7,1,2,0,322400,3388.0,1694,2.0,1,1,1,0,1,1,0,0,0,0,0
1689,12085,8,5,1,3,1,7,1,2,0,318000,3468.0,1734,3.0,1,1,0,0,0,1,0,0,0,0,0
1690,14333,8,5,1,2,1,7,1,2,130,345474,4230.0,2122,3.5,1,1,1,0,0,1,0,0,0,0,0
1691,14450,9,5,1,3,1,8,1,2,124,415298,4242.0,2121,2.5,1,1,1,0,1,1,0,0,0,0,0
1692,13641,9,5,1,3,1,8,1,2,268,492000,4590.0,2656,3.5,1,1,1,0,0,1,0,0,0,0,0
1693,13440,8,5,1,4,1,11,1,2,120,338931,3658.0,2550,2.5,1,1,1,0,1,1,0,0,0,0,0
1694,15431,10,5,1,2,1,7,2,2,188,450000,4040.0,2046,3.5,1,1,1,0,1,1,1,0,0,0,0
1695,14154,7,5,1,3,1,9,1,2,192,280000,3235.0,2172,2.5,1,1,1,0,0,1,0,0,0,0,0
1696,13891,9,5,1,3,1,8,2,2,130,479069,5104.0,2552,3.0,1,1,1,0,0,1,0,0,0,0,0
1697,14226,8,5,1,3,1,9,1,2,315,395000,3908.0,1973,2.0,1,1,1,0,0,1,0,0,0,0,0
1698,13693,9,5,1,3,1,9,1,2,414,380000,4796.0,2643,2.5,1,1,1,0,0,1,1,0,0,0,0
1699,11428,8,5,1,3,1,7,1,2,0,250000,3260.0,1634,2.0,1,1,1,0,0,1,1,0,0,0,0
1700,14977,8,5,1,2,1,7,1,2,250,440000,3952.0,1976,3.0,1,1,1,0,1,1,0,0,0,0,0
1701,13654,9,5,1,4,1,9,1,2,282,418000,4462.0,2758,2.5,1,1,1,0,1,1,1,0,0,0,0
1702,17169,10,5,1,2,1,7,1,2,192,500067,4610.0,2290,4.5,1,1,1,0,0,1,0,0,0,0,0
1703,16659,8,5,1,3,1,7,1,2,0,260116,3734.0,2152,2.5,1,1,1,0,1,1,0,0,0,0,0
1704,9591,8,5,1,4,1,9,1,2,192,317000,3616.0,2473,2.5,1,1,1,0,1,1,1,0,0,0,0
1705,9709,8,5,1,3,1,8,2,2,172,319500,3018.0,2100,3.5,1,1,1,0,0,1,0,0,0,0,0
1706,10562,8,5,1,3,1,8,1,2,178,325624,3743.0,2161,2.5,1,1,1,0,0,1,0,0,0,0,0
1707,13615,9,5,1,3,1,7,1,2,158,372000,3604.0,1802,2.5,1,1,1,0,0,1,1,0,0,0,0
1708,13069,8,5,1,5,1,11,1,2,194,342000,4662.0,2956,2.5,1,1,1,0,0,1,1,0,0,0,0
1709,12099,8,5,1,4,1,10,1,2,184,354000,3604.0,2468,3.5,1,1,1,0,0,1,1,0,0,0,0
1710,14277,8,5,1,3,1,7,1,2,192,350000,3702.0,2385,3.5,1,1,1,0,0,1,1,0,0,0,0
1711,11999,8,5,1,4,1,10,1,2,104,285000,3555.0,2374,2.5,1,1,1,0,1,1,1,0,0,0,0
1712,12568,8,5,1,3,1,8,1,2,196,281500,2713.0,1818,3.5,1,1,1,0,0,1,0,0,0,0,0
1713,9926,7,5,1,3,1,7,0,2,100,245700,3228.0,1614,3.0,1,1,1,0,1,1,1,0,0,0,0
1714,9254,8,5,1,3,1,7,0,2,168,232698,3442.0,1721,3.0,1,1,1,0,0,1,1,0,0,0,0
1715,10732,8,5,1,3,1,7,0,2,0,250000,3126.0,1828,2.5,1,1,1,0,1,1,0,0,0,0,0
1716,7577,6,5,1,2,1,6,1,2,192,194700,2724.0,1362,2.0,1,1,1,0,1,1,1,0,0,0,1
1717,3901,6,5,1,1,1,5,1,2,110,204000,2604.0,1302,2.5,1,1,1,0,1,1,0,0,0,1,0
1718,3903,6,5,1,1,1,5,1,2,110,200000,2604.0,1302,2.5,1,1,1,0,1,1,1,0,0,1,0
1719,6289,6,5,1,2,1,6,1,2,192,207000,2724.0,1362,3.0,1,1,1,0,1,1,1,0,0,0,1
1720,4590,8,5,1,2,1,6,1,2,156,209500,3108.0,1554,2.0,1,1,1,0,0,1,1,0,0,1,0
1721,4590,8,5,1,2,1,6,1,2,156,209500,3108.0,1554,2.0,1,1,1,0,0,1,1,0,0,1,0
1722,6442,8,5,1,2,1,6,1,2,120,202500,2740.0,1370,2.0,1,1,1,0,0,1,1,0,0,0,1
1723,7841,9,5,1,2,1,6,1,2,203,280000,3154.0,1577,3.0,1,1,1,0,0,1,1,0,0,0,1
1724,7313,9,5,1,2,1,6,1,2,203,277500,3122.0,1561,3.0,1,1,1,0,0,1,1,0,0,0,1
1725,7820,9,5,1,2,1,6,1,2,210,318061,3738.0,1869,2.0,1,1,1,0,0,1,0,0,0,0,1
1726,6240,8,5,1,2,1,6,1,2,0,221370,2648.0,1324,2.0,1,1,1,0,0,1,0,0,0,0,1
1727,3242,7,5,1,2,1,6,1,2,136,200000,2810.0,1405,3.0,1,1,1,0,0,1,1,0,0,0,1
1728,15810,6,5,1,3,1,7,0,2,100,181755,2264.0,1496,3.0,1,1,0,0,0,1,0,0,0,0,0
1729,10237,6,5,1,3,1,6,1,2,100,176000,2304.0,1536,2.5,1,1,1,0,1,1,1,0,0,0,0
1730,10237,6,5,1,3,1,8,1,2,0,178900,2267.0,1484,2.5,1,1,1,0,1,1,0,0,0,0,0
1731,13204,7,5,1,3,1,6,0,2,100,168165,2066.0,1458,2.0,1,1,1,0,1,1,0,0,0,0,0
1732,8857,6,5,1,3,1,7,1,2,100,171925,2233.0,1495,2.5,1,1,1,0,0,1,0,0,0,0,0
1733,9729,6,5,1,3,1,6,1,2,0,198444,2444.0,1746,3.5,1,1,1,0,1,1,0,0,0,0,0
1734,12216,6,5,1,3,1,6,0,2,120,203000,2652.0,1326,3.0,1,1,1,0,0,1,1,0,0,0,0
1735,9018,7,5,1,3,1,8,1,2,100,179540,2184.0,1456,2.5,1,1,1,0,0,1,0,0,0,0,0
1736,8993,7,5,1,3,1,6,0,2,0,176485,2604.0,1302,2.0,1,1,1,0,0,1,0,0,0,0,0
